Timestamp		Value
2011-03-07 06:25:32	1
2011-03-07 09:15:55	3	 
2011-03-07 12:00:00	3	 
2011-03-07 12:03:27	2 
2011-03-07 20:23:01	0   
2011-03-07 21:00:00	3   
2011-03-07 21:02:00	3   
2011-03-07 21:05:00	3   
2011-03-07 21:06:00	2   
2011-03-07 21:06:01	2   
2011-03-07 21:06:02	2   
2011-03-07 21:06:03	2   
2011-03-07 21:06:04	3  
2011-03-07 21:06:05	2   
2011-03-07 21:06:30	0   
2011-03-07 21:07:00	3   
2011-03-07 21:08:00	1    
2011-03-07 22:00:00	3   
2011-03-07 22:02:00	3   
2011-03-07 22:05:00	3   
2011-03-07 22:06:00	2   
2011-03-07 22:06:30	2   
2011-03-07 22:07:00	0   
2011-03-07 22:08:00	1   
2011-03-07 23:00:00	0   
2011-03-07 23:00:00	0    
2011-03-08 22:00:00	3   
2011-03-08 22:02:00	3   
2011-03-08 22:05:00	3   
2011-03-08 22:06:00	2   
2011-03-08 22:06:30	2   
2011-03-08 22:07:00	0   
2011-03-08 22:08:00	1   
2011-03-08 23:00:00	0   
2011-03-08 23:00:00	0    
2011-03-09 22:00:00	3   
2011-03-09 22:02:00	3   
2011-03-09 22:04:00	3   
2011-03-09 22:04:01	2   
2011-03-09 22:06:30	2   
2011-03-09 22:07:00	0   
2011-03-09 22:08:00	1   
2011-03-09 23:00:00	0   
2011-03-09 23:00:00	0     
2011-03-19 22:00:00	3   
2011-03-19 22:02:00	3   
2011-03-19 22:04:00	3   
2011-03-19 22:04:59 2   
2011-03-19 22:05:01	2   
2011-03-19 22:06:30	2   
2011-03-19 22:07:00	0   
2011-03-19 22:08:00	1   
2011-03-19 23:00:00	0   
2011-03-19 23:00:00	0     
